OrderDate,Order,AssetName,AssetDescription,WorkDescription,ReportedDate,PlannedDurationHrs,ActualStartDateTime,ActualEndDateTime,Duration,WorkTypeValue,SystemTypeValue,WorkStatusValue,FailureTypeValue,RemedyTypeValue,ParentLocationValue,ReferenceReport,MonthY,WorkPriorityValue,OffshoreReport,RequiredByDate,Month Name,Year
10/14/2024 10:23,WO-W_SHOP_100093,GPMS-W-SHOP,GPMS Maintenance Workshop & Warehouse,Cladding of Dive supervisor's office,,,10/10/2024 9:00,11/7/2024 17:00,680,Planned Improvement,Others,Completed,,,W_Shop,,2024-11 (Nov),P2 - Medium,,,October,2024
10/14/2024 10:21,WO-W_SHOP_100092,GPMS-W-SHOP,GPMS Maintenance Workshop & Warehouse,Housekeeping & Rearrangement of Warehouse items,,,11/19/2024 12:00,11/20/2024 11:30,23.5,Planned Maint.,Others,Completed,,,W_Shop,,2024-11 (Nov),P2 - Medium,,,November,2024
10/14/2024 10:18,WO-SPM-CBM_100054,ABB/SPM_Onshore,Onshore ABB_SPM System for Planned Maintenance,Weekly Servitude Walk / Pipleine Visual Inspection,,,10/15/2024 11:00,10/15/2024 12:15,1.25,Planned Maint.,Piping,Closed,,,ABB_SPM_Onshore,,2024-10 (Oct),P2 - Medium,,,October,2024
10/14/2024 10:17,WO-W_SHOP_100089,Genset-01,Generator- Megapower,Weekly Inspection,,,10/14/2024 8:30,10/14/2024 9:00,0.5,Planned Maint.,Engine,Closed,,,W_Shop,,2024-10 (Oct),P2 - Medium,,,October,2024
10/14/2024 10:15,WO-W_SHOP_100088,COMP-01,Air Compressor - KOTECH,Weekly Inspection,,,10/14/2024 9:30,10/14/2024 10:00,0.5,Planned Maint.,Engine,Closed,,,W_Shop,,2024-10 (Oct),P2 - Medium,,,October,2024
10/14/2024 9:55,WO-SPM_200055,SPM-AE-BY-02,CALM Buoy - CO760,MGR on the PLEM valves 3604,,,10/10/2024 12:34,10/10/2024 13:04,0.5,Planned Corrective Maint.,PLEM Piping and Structure,Closed,Aquatic Exposure,Removed,SPM_Offshore,DPR 2796,2024-10 (Oct),P2 - Medium,,,October,2024
10/14/2024 9:17,WO-CBM_100322,ABB,CMB System for Planned Maint.,Pre-berthing Checks,,,10/9/2024 8:35,10/9/2024 8:50,0.25,Inspection,Mooring System,Closed,,,ABB_Offshore,DPR 2795,2024-10 (Oct),P1 - High,,,October,2024
10/9/2024 13:36,WO-CBM_100321,ABB,CMB System for Planned Maint.,Pre-berthing Checks,,,10/3/2024 8:14,10/3/2024 9:15,1.016666667,Inspection,Mooring System,Closed,,,ABB_Offshore,DPR 2793,2024-10 (Oct),P1 - High,,,October,2024
10/7/2024 17:45,WO-JET_100044,Oil-Jetty,Oil Jetty System for Planned Maintenance,Bi-weekly Servitude Walk / Pipeline Inspection,,,10/10/2024 9:15,10/10/2024 13:30,4.25,Planned Maint.,Piping,Closed,,,Oil_Jetty,,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 17:37,WO-SPM-CBM_100053,ABB/SPM_Onshore,Onshore ABB_SPM System for Planned Maintenance,Weekly Servitude Walk,,,10/10/2024 10:40,10/10/2024 11:40,1,Planned Maint.,Piping,Closed,,,ABB_SPM_Onshore,,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 17:35,WO-W_SHOP_100087,Genset-01,Generator- Megapower,Weekly Inspection,,,10/11/2024 10:30,10/11/2024 11:00,0.5,Planned Maint.,Engine,Closed,,,W_Shop,,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 17:34,WO-W_SHOP_100086,COMP-01,Air Compressor - KOTECH,Weekly Inspection,,,10/11/2024 8:30,10/11/2024 9:00,0.5,Planned Maint.,Engine,Closed,,,W_Shop,,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 17:25,WO-SPM_100347,SPM-AE-BY-02,CALM Buoy - CO760,"SPM - Monthly Inspection of Mooring Bridle/Bridle Platform, Hawser & other Acc. GVI",,,10/10/2024 11:17,10/10/2024 11:58,0.683333333,Planned Maint.,Mooring System,Closed,,,SPM_Offshore,DPR 2796,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 17:25,WO-SPM_100346,SPM-AE-BY-02,CALM Buoy - CO760,"SPM - Bi-Weekly Turntable Rotation & Locking Pins, Guides and Brakes",,,10/10/2024 11:29,10/10/2024 11:58,0.483333333,Planned Maint.,Bouy Body,Closed,,,SPM_Offshore,DPR 2796,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 17:24,WO-SPM_100345,SPM-FT-HS-01,SPM Hose String Assembly (Floating/Submarine),SPM - Quarterly Hose End Fittings (torque studs & nuts on hose flanges & spool pieces),,,10/31/2024 8:13,10/31/2024 8:40,0.45,Planned Maint.,Hose,Closed,,,SPM_Offshore,DPR 2807,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 17:20,WO-SPM_100344,SPM-AE-BY-02,CALM Buoy - CO760,SPM - Monthly Soundings,,,10/10/2024 11:17,10/10/2024 23:58,12.68333333,Planned Maint.,Bouy Body,Closed,,,SPM_Offshore,DPR 2796,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 17:12,WO-SPM_100343,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Solar Panels GVI and cleaning,,,10/10/2024 11:17,10/10/2024 23:58,12.68333333,Planned Maint.,NavAids & Power,Closed,,,SPM_Offshore,DPR 2796,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 17:09,WO-SPM_100342,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Main Bearing Greasing,,,10/10/2024 11:17,10/10/2024 23:58,12.68333333,Planned Maint.,Lubrication System,Closed,,,SPM_Offshore,DPR 2796,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 17:07,WO-SPM_100341,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Central Pipe Swivel Greasing and GVI,,,10/10/2024 11:17,10/10/2024 23:58,12.68333333,Planned Maint.,Swivel System,Closed,,,SPM_Offshore,DPR 2796,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 17:05,WO-SPM_100340,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Buoy Freeboard/Draft GVI,,,10/10/2024 11:17,10/10/2024 23:58,12.68333333,Planned Maint.,Bouy Body,Closed,,,SPM_Offshore,DPR 2796,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 17:01,WO-CBM_100320,ABB,CMB System for Planned Maint.,ABB - Yearly Anchor Chains & Swivel Chain wear measurements,,,10/13/2024 6:00,10/13/2024 6:00,0,Planned Maint.,Anchoring System,Cancelled,,,ABB_Offshore,,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 16:59,WO-CBM_100319,ABB,CMB System for Planned Maint.,ABB - 4-Monthly Anchor Chains & Swivel GVI and Cleaning,,,10/9/2024 8:30,10/9/2024 8:50,0.333333333,Planned Maint.,Anchoring System,Closed,,,ABB_Offshore,DPR 2795,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 16:58,WO-CBM_100318,ABB,CMB System for Planned Maint.,ABB - Monthly Bouy Location,,,10/9/2024 8:30,10/9/2024 8:50,0.333333333,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2795,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 16:57,WO-CBM_100317,ABB,CMB System for Planned Maint.,ABB - Weekly Bush Wear checks,,,10/9/2024 8:35,10/9/2024 12:00,3.416666667,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2795,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 16:56,WO-CBM_100316,ABB,CMB System for Planned Maint.,ABB - Weekly Buoys Freeboard/Draft GVI,,,10/9/2024 8:35,10/9/2024 8:50,0.25,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2795,2024-10 (Oct),P2 - Medium,,,October,2024
10/7/2024 16:54,WO-CBM_100315,ABB,CMB System for Planned Maint.,ABB - Weekly Buoy Hooks GVI & Lubrication,,,10/9/2024 8:35,10/9/2024 8:50,0.25,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2795,2024-10 (Oct),P2 - Medium,,,October,2024
10/6/2024 6:00,WO-JET_200047,Oil-Jetty,Oil Jetty System for Planned Maintenance,"Corrosion Control: Cleaning and Wrapping of Sections of Jetty Pipelines (6"", 10"", 14"", and 18"")  - suspended due unavailability of wraps.",,24,10/3/2024 10:00,10/4/2024 15:00,,Planned Corrective Maint.,Piping,Postponed,,Wrapping,Oil_Jetty,,2024-10 (Oct),P2 - Medium,,10/6/2024,October,2024
10/3/2024 16:36,WO-W_SHOP_200035,GPMS-W-SHOP,GPMS Maintenance Workshop & Warehouse,Fabrication and fixing of canopy support pole,,,10/3/2024 8:50,10/7/2024 11:30,98.66666667,Planned Improvement,Others,Closed,,Fabricate,W_Shop,,2024-10 (Oct),P2 - Medium,,,October,2024
10/3/2024 8:41,WO-CBM_200053,ABB-ME-BY-05,ABB Alpha Buoy,Change out ABB05 (Alpha) worn out UKP Bushes.,,,9/30/2024 7:50,9/30/2024 8:49,0.983333333,Planned Corrective Maint.,Bouy Body,Closed,Worn,Replaced,ABB_Offshore,DPR 2790 / ABB Report 302,2024-09 (Sep),P2 - Medium,ABB Report,,September,2024
10/3/2024 8:38,WO-CBM_100314,ABB,CMB System for Planned Maint.,Pre-berthing Checks,,,9/30/2024 7:50,9/30/2024 8:49,0.983333333,Inspection,Mooring System,Closed,,,ABB_Offshore,DPR 2790,2024-09 (Sep),P1 - High,,,September,2024
10/3/2024 8:25,WO-CBM_100303,ABB,CMB System for Planned Maint.,"Pre-Berthing checks c/w
 - UKP bush checks.
  - Mooring hook lubrication.",,,9/26/2024 9:10,9/26/2024 10:21,1.183333333,Inspection,Mooring System,Closed,,,ABB_Offshore,DPR 2787,2024-09 (Sep),P1 - High,,,September,2024
10/2/2024 18:54,WO-SPM_100339,SPM-AE-BY-02,CALM Buoy - CO760,SPM - Monthly Navigation Aids,,,10/2/2024 12:00,10/2/2024 12:03,0.05,Planned Maint.,NavAids & Power,Closed,,,SPM_Offshore,DPR 2792,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 18:52,WO-SPM_100338,SPM-FT-PV-01,SPM PLEM,SPM – Monthly PLEM Valves operation,,,10/2/2024 11:09,10/2/2024 11:30,0.35,Planned Maint.,PLEM Piping and Structure,Closed,,,SPM_Offshore,DPR 2792,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 18:51,WO-SPM_100337,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Monthly Expansion Joint GVI,,,10/2/2024 10:43,10/2/2024 12:00,1.283333333,Planned Maint.,Piping Support,Closed,,,SPM_Offshore,DPR 2792,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 18:49,WO-SPM_100336,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Monthly Top Side Valve Operations,,,10/2/2024 10:43,10/2/2024 12:00,1.283333333,Planned Maint.,Valve,Closed,,,SPM_Offshore,DPR 2792,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 18:47,WO-SPM_100335,SPM-FT-BY-02,CALM Buoy - CO760 Cargo transfer System,SPM – Monthly Fluid Swivel GVI,,,10/2/2024 10:43,10/2/2024 12:00,1.283333333,Planned Maint.,Swivel System,Closed,,,SPM_Offshore,DPR 2792,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 18:45,WO-SPM_100334,SPM-FT-BY-02,CALM Buoy - CO760 Cargo transfer System,SPM – Monthly Torque Arm GVI,,,10/2/2024 10:43,10/2/2024 12:00,1.283333333,Planned Maint.,Swivel System,Closed,,,SPM_Offshore,DPR 2792,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 18:43,WO-SPM_100333,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Solar Panels GVI and cleaning,,,10/2/2024 10:43,10/2/2024 12:00,1.283333333,Planned Maint.,NavAids & Power,Closed,,,SPM_Offshore,DPR 2792,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 18:42,WO-SPM_100332,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Main Bearing Greasing,,,10/2/2024 10:43,10/2/2024 12:00,1.283333333,Planned Maint.,Lubrication System,Closed,,,SPM_Offshore,DPR 2792,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 18:41,WO-SPM_100331,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Central Pipe Swivel Greasing and GVI,,,10/2/2024 10:43,10/2/2024 12:00,1.283333333,Planned Maint.,Swivel System,Closed,,,SPM_Offshore,DPR 2792,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 18:40,WO-SPM_100330,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Buoy Freeboard/Draft GVI,,,10/2/2024 10:43,10/2/2024 12:00,1.283333333,Planned Maint.,Bouy Body,Closed,,,SPM_Offshore,DPR 2792,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 18:13,WO-CBM_100313,ABB,CMB System for Planned Maint.,ABB – Bi-annually PLEM Marker buoy GVI,,,9/30/2024 11:05,9/30/2024 11:22,0.283333333,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2790,2024-09 (Sep),P2 - Medium,,,September,2024
10/2/2024 18:10,WO-CBM_100312,ABB,CMB System for Planned Maint.,ABB - Quarterly MBC GVI,,,9/30/2024 11:05,9/30/2024 11:22,0.283333333,Planned Maint.,MBC,Closed,,,ABB_Offshore,DPR 2790,2024-09 (Sep),P2 - Medium,,,September,2024
10/2/2024 18:08,WO-CBM_100311,ABB-FT-HS-01,ABB Submarine Hose Assembly,ABB - Monthly Hose Pick Up Equipment & End Fittings GVI,,,10/6/2024 6:00,10/6/2024 6:00,0,Planned Maint.,Hoisting & Lifting,Cancelled,,,ABB_Offshore,,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 18:07,WO-CBM_100310,ABB-FT-V-1803,ABB PLEM Valve,ABB – Monthly PLEM Valve operation,,,9/30/2024 11:05,9/30/2024 11:22,0.283333333,Planned Maint.,Valve,Closed,,,ABB_Offshore,DPR 2790,2024-09 (Sep),P2 - Medium,,,September,2024
10/2/2024 18:02,WO-CBM_100309,ABB-FT-HS-01,ABB Submarine Hose Assembly,ABB – Monthly GVI Subsea Hoses,,,9/30/2024 11:05,9/30/2024 11:22,0.283333333,Planned Maint.,Submarine Hose,Closed,,,ABB_Offshore,DPR 2790,2024-09 (Sep),P2 - Medium,,,September,2024
10/2/2024 18:01,WO-CBM_100308,ABB-FT-HS-01,ABB Submarine Hose Assembly,ABB – Monthly GVI above water Hoses,,,9/30/2024 11:05,9/30/2024 11:22,0.283333333,Planned Maint.,Floating Hose,Closed,,,ABB_Offshore,DPR 2790,2024-09 (Sep),P2 - Medium,,,September,2024
10/2/2024 18:00,WO-CBM_100307,ABB,CMB System for Planned Maint.,ABB - Monthly Buoy Body GVI and Cleaning,,,9/30/2024 7:50,9/30/2024 8:49,0.983333333,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2790,2024-09 (Sep),P2 - Medium,,,September,2024
10/2/2024 17:59,WO-CBM_100306,ABB,CMB System for Planned Maint.,ABB - Weekly Bush Wear checks,,,9/30/2024 7:50,9/30/2024 8:49,0.983333333,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2790,2024-09 (Sep),P2 - Medium,,,September,2024
10/2/2024 17:58,WO-CBM_100305,ABB,CMB System for Planned Maint.,ABB - Weekly Buoys Freeboard/Draft GVI,,,9/30/2024 7:50,9/30/2024 8:49,0.983333333,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2790,2024-09 (Sep),P2 - Medium,,,September,2024
10/2/2024 17:46,WO-CBM_100304,ABB,CMB System for Planned Maint.,ABB - Weekly Buoy Hooks GVI & Lubrication,,,9/30/2024 7:50,9/30/2024 8:49,0.983333333,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2790,2024-09 (Sep),P2 - Medium,,,September,2024
10/2/2024 17:05,WO-SPM-CBM_100052,ABB,CMB System for Planned Maint.,Test fit spool piece on Atlantis Fire Hydrant for hose flushing,,,11/19/2024 9:26,11/19/2024 12:00,2.566666667,Planned Corrective Maint.,Fire System,Completed,,,ABB_Offshore,,2024-11 (Nov),P2 - Medium,,,November,2024
10/2/2024 16:59,WO-SPM-CBM_200009,ABB/SPM_Onshore,Onshore ABB_SPM System for Planned Maintenance,Pipeline Inspection Survey / Labelling of valves at Y-Junction,,,10/3/2024 10:05,10/3/2024 12:00,1.916666667,Planned Corrective Maint.,Piping,Closed,,,ABB_SPM_Onshore,,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 16:55,WO-JET_200046,JET-10-PL-WHT-200,"10"" Products Pipeline",Reclamping of 10-inch pipeline to address minor leakage,,,10/7/2024 9:30,10/7/2024 11:30,2,Planned Corrective Maint.,Piping,Closed,Leak,Retightened,Oil_Jetty,,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 16:49,WO-SPM-CBM_100051,ABB/SPM_Onshore,Onshore ABB_SPM System for Planned Maintenance,Weekly Servitude Walk,,,10/3/2024 9:00,10/3/2024 12:00,3,Planned Maint.,Piping,Closed,,,ABB_SPM_Onshore,,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 16:44,WO-JET_100043,Oil-Jetty,Oil Jetty System for Planned Maintenance,"Identification of all defective supports along the Jetty pipelines (6"", 10"", 14"" & 18"")",,,10/10/2024 9:15,10/10/2024 13:30,4.25,Planned Maint.,Piping Support,Closed,,,Oil_Jetty,,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 16:40,WO-W_SHOP_200036,GPMS-W-SHOP,GPMS Maintenance Workshop & Warehouse,Replacement of worn-out blanks on the hoses in storage at the workshop.,,,10/2/2024 11:40,10/2/2024 14:50,3.166666667,Planned Corrective Maint.,Others,Closed,Damaged,Replaced,W_Shop,,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 16:39,WO-W_SHOP_100085,Genset-01,Generator- Megapower,Weekly Inspection,,,10/4/2024 8:30,10/4/2024 9:00,0.5,Planned Maint.,Engine,Closed,,,W_Shop,,2024-10 (Oct),P2 - Medium,,,October,2024
10/2/2024 16:38,WO-W_SHOP_100084,COMP-01,Air Compressor - KOTECH,Weekly Inspection,,,10/4/2024 8:30,10/4/2024 9:00,0.5,Planned Maint.,Engine,Closed,,,W_Shop,,2024-10 (Oct),P2 - Medium,,,October,2024
9/30/2024 8:01,WO-JET_200044,JET-10-PL-WHT-200,"10"" Products Pipeline","A continuous, low-rate leak has been observed at the 6 o'clock position of the 10"" pipeline near the Valco Wharf.

Installed a new clamp",9/28/2024,,9/28/2024 8:30,9/28/2024 9:03,0.55,Unplanned Corrective Maint.,Piping,Closed,Leak,Clamped,Oil_Jetty,,2024-09 (Sep),P1 - High,,,September,2024
9/30/2024 7:55,WO-JET_200043,JET-10-PL-WHT-200,"10"" Products Pipeline","Observed drops/leaks on two (2) of the clamps on the 10""pipeline near the VALCO wharf area.
Retighten clamps",9/27/2024,,9/28/2024 8:00,9/28/2024 8:03,0.05,Unplanned Corrective Maint.,Piping,Closed,Leak,Retightened,Oil_Jetty,,2024-09 (Sep),P1 - High,,,September,2024
9/27/2024 16:22,WO-CBM_100302,ABB,CMB System for Planned Maint.,Pre-berthing Checks,,,9/23/2024 8:18,9/23/2024 8:49,0.516666667,Inspection,Mooring System,Closed,,,ABB_Offshore,DPR 2786,2024-09 (Sep),P1 - High,,,September,2024
9/27/2024 16:18,WO-CBM_200052,ABB-ME-BY-02,ABB  Bravo Buoy,Replacement of missing wooden blocks beneath the ABB02-Bravo buoy hook,,,9/23/2024 8:18,9/23/2024 8:49,0.516666667,Planned Corrective Maint.,Bouy Body,Closed,Worn,Replaced,ABB_Offshore,DPR 2786,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 16:10,WO-CBM_100301,ABB,CMB System for Planned Maint.,ABB - 4-Monthly Stinger box GVI and Cleaning,,,9/30/2024 11:05,9/30/2024 11:22,0.283333333,Planned Maint.,Valve,Closed,,,ABB_Offshore,DPR 2790,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 16:08,WO-CBM_100300,ABB,CMB System for Planned Maint.,ABB - Quarterly Coating - Deck & QRH touch ups  - cancelled due to limited diving operations and equipment,,,9/27/2024 5:00,9/27/2024 5:00,0,Planned Maint.,Bouy Body,Cancelled,,,ABB_Offshore,,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 16:07,WO-CBM_100299,ABB,CMB System for Planned Maint.,ABB - Weekly Bush Wear checks,,,9/23/2024 8:18,9/23/2024 8:49,0.516666667,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2786,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 16:06,WO-CBM_100298,ABB,CMB System for Planned Maint.,ABB - Weekly Buoys Freeboard/Draft GVI,,,9/23/2024 8:18,9/23/2024 8:49,0.516666667,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2786,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 16:05,WO-CBM_100297,ABB,CMB System for Planned Maint.,ABB - Weekly Buoy Hooks GVI & Lubrication,,,9/23/2024 8:18,9/23/2024 8:49,0.516666667,Planned Maint.,Lubrication System,Closed,,,ABB_Offshore,DPR 2786,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 16:04,WO-SPM_100328,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Solar Panels GVI and cleaning,,,9/27/2024 9:54,9/27/2024 10:30,0.6,Planned Maint.,NavAids & Power,Closed,,,SPM_Offshore,DPR 2788,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 16:03,WO-SPM_100327,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Main Bearing Greasing,,,9/27/2024 9:54,9/27/2024 10:30,0.6,Planned Maint.,Lubrication System,Closed,,,SPM_Offshore,DPR 2788,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 16:02,WO-SPM_100326,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Central Pipe Swivel Greasing and GVI,,,9/27/2024 9:54,9/27/2024 10:30,0.6,Planned Maint.,Swivel System,Closed,,,SPM_Offshore,DPR 2788,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 16:01,WO-SPM_100325,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Buoy Freeboard/Draft GVI,,,9/27/2024 9:54,9/27/2024 10:30,0.6,Planned Maint.,Bouy Body,Closed,,,SPM_Offshore,DPR 2788,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 15:19,WO-SPM_200054,SPM-AE-BY-02,CALM Buoy - CO760,Replace plate on floating hose.,9/19/2024,,9/19/2024 9:56,9/19/2024 10:55,0.983333333,Planned Corrective Maint.,Bouy Body,Closed,Worn,Replaced,SPM_Offshore,DPR 2783,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 15:16,WO-SPM_200053,SPM-AE-BY-02,CALM Buoy - CO760,Install new grease nipples on buoy,,,9/19/2024 9:50,9/19/2024 10:55,1.083333333,Planned Corrective Maint.,Bouy Body,Closed,Faulty,Replaced,SPM_Offshore,DPR 2783,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 15:10,WO-SPM_100324,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Solar Panels GVI and cleaning,,,9/19/2024 9:50,9/19/2024 10:55,1.083333333,Planned Maint.,NavAids & Power,Closed,,,SPM_Offshore,DPR 2783,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 15:07,WO-SPM_100323,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Main Bearing Greasing,,,9/19/2024 9:50,9/19/2024 10:55,1.083333333,Planned Maint.,Lubrication System,Closed,,,SPM_Offshore,DPR 2783,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 15:06,WO-SPM_100322,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Central Pipe Swivel Greasing and GVI,,,9/19/2024 9:50,9/19/2024 10:55,1.083333333,Planned Maint.,Swivel System,Closed,,,SPM_Offshore,DPR 2783,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 15:05,WO-SPM_100321,SPM-AE-BY-02,CALM Buoy - CO760,SPM – Weekly Buoy Freeboard/Draft GVI,,,9/19/2024 9:50,9/19/2024 10:55,1.083333333,Planned Maint.,Bouy Body,Closed,,,SPM_Offshore,DPR 2783,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 15:03,WO-CBM_100296,ABB,CMB System for Planned Maint.,ABB - Monthly Bouy Location,,,9/20/2024 7:41,9/20/2024 8:20,0.65,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2784,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 15:02,WO-CBM_100295,ABB,CMB System for Planned Maint.,ABB - Weekly Bush Wear checks,,,9/20/2024 7:41,9/20/2024 8:20,0.65,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2784,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 15:01,WO-CBM_100294,ABB,CMB System for Planned Maint.,ABB - Weekly Buoys Freeboard/Draft GVI,,,9/20/2024 7:41,9/20/2024 8:20,0.65,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2784,2024-09 (Sep),P2 - Medium,,,September,2024
9/27/2024 14:59,WO-CBM_100293,ABB,CMB System for Planned Maint.,ABB - Weekly Buoy Hooks GVI & Lubrication,,,9/20/2024 7:41,9/20/2024 8:20,0.65,Planned Maint.,Bouy Body,Closed,,,ABB_Offshore,DPR 2784,2024-09 (Sep),P2 - Medium,,,September,2024
9/26/2024 6:50,WO-JET_200042,JET-MLA-100,"Marine Loading Arm (6"" LPG - MLA 6001)","MT BRITISH SAILOR suspended discharge to Ridge depot @ 1906hrs due to a leakage observed at the neck of the swivel, closer to the manifold connection point. Repaired leakage by GPHA",9/25/2024,,9/25/2024 19:06,9/27/2024 21:30,50.4,Breakdown,Marine Loading Arm,Closed,Leak,,Oil_Jetty,,2024-09 (Sep),P1 - High,,,September,2024
9/24/2024 8:39,WO-W_SHOP_200034,GPMS-W-SHOP,GPMS Maintenance Workshop & Warehouse,"Repair of Miller STI 270 Welding Machine by Dizengoff
Diagnosing of fault (Equipment unable to weld)
Servicing of boards
Repair of faulty Temperature sensor.",7/15/2024,,8/1/2024 8:00,8/23/2024 10:00,530,Breakdown,Electrical,Completed - Was Backlog,Faulty,Repaired,W_Shop,,2024-08 (Aug),P2 - Medium,,,August,2024
9/24/2024 8:35,WO-W_SHOP_200033,GPMS-W-SHOP,GPMS Maintenance Workshop & Warehouse,Supply and Installation of 11nos of Industrial Roof Extractor Fans at the Workshop,9/20/2024,,9/20/2024 10:00,9/25/2024 17:00,127,Planned Improvement,HVAC,Closed,Faulty,Replaced,W_Shop,,2024-09 (Sep),P2 - Medium,,,September,2024
9/24/2024 8:12,WO-JET_200041,Oil-Jetty,Oil Jetty System for Planned Maintenance,Desilting of Jetty Pipeline Servitude,,,9/17/2024 9:00,10/12/2024 12:00,603,Planned Corrective Maint.,Piping,Closed,Corrosion,,Oil_Jetty,,2024-10 (Oct),P2 - Medium,,,September,2024
9/24/2024 8:07,WO-SPM_100329,SPM-AE-BY-01,CALM Buoy - SO17190,GVI of SPM1 at Tema Port,,,9/27/2024 9:00,9/27/2024 11:00,2,Planned Maint.,Bouy Body,Closed,,,SPM_Offshore,,2024-09 (Sep),P2 - Medium,,,September,2024
